[sudo] password for mobile: 
20260603214904,192.168.70.135,43601,10.0.0.8,5001,1,0.0-1.0,1966140,15729120
20260603214905,192.168.70.135,43601,10.0.0.8,5001,1,1.0-2.0,3145728,25165824
20260603214906,192.168.70.135,43601,10.0.0.8,5001,1,2.0-3.0,3670016,29360128
20260603214907,192.168.70.135,43601,10.0.0.8,5001,1,3.0-4.0,2621440,20971520
20260603214908,192.168.70.135,43601,10.0.0.8,5001,1,4.0-5.0,3538944,28311552
20260603214909,192.168.70.135,43601,10.0.0.8,5001,1,5.0-6.0,2752512,22020096
20260603214910,192.168.70.135,43601,10.0.0.8,5001,1,6.0-7.0,2490368,19922944
20260603214911,192.168.70.135,43601,10.0.0.8,5001,1,7.0-8.0,2621440,20971520
20260603214912,192.168.70.135,43601,10.0.0.8,5001,1,8.0-9.0,2752512,22020096
20260603214913,192.168.70.135,43601,10.0.0.8,5001,1,9.0-10.0,2621440,20971520
20260603214914,192.168.70.135,43601,10.0.0.8,5001,1,10.0-11.0,2883584,23068672
20260603214915,192.168.70.135,43601,10.0.0.8,5001,1,11.0-12.0,2621440,20971520
20260603214916,192.168.70.135,43601,10.0.0.8,5001,1,12.0-13.0,2621440,20971520
20260603214917,192.168.70.135,43601,10.0.0.8,5001,1,13.0-14.0,2490368,19922944
20260603214918,192.168.70.135,43601,10.0.0.8,5001,1,14.0-15.0,2097152,16777216
20260603214919,192.168.70.135,43601,10.0.0.8,5001,1,15.0-16.0,2752512,22020096
20260603214920,192.168.70.135,43601,10.0.0.8,5001,1,16.0-17.0,2752512,22020096
20260603214921,192.168.70.135,43601,10.0.0.8,5001,1,17.0-18.0,2621440,20971520
20260603214922,192.168.70.135,43601,10.0.0.8,5001,1,18.0-19.0,2621440,20971520
20260603214923,192.168.70.135,43601,10.0.0.8,5001,1,19.0-20.0,1835008,14680064
20260603214924,192.168.70.135,43601,10.0.0.8,5001,1,20.0-21.0,2621440,20971520
20260603214925,192.168.70.135,43601,10.0.0.8,5001,1,21.0-22.0,2621440,20971520
20260603214926,192.168.70.135,43601,10.0.0.8,5001,1,22.0-23.0,1703936,13631488
20260603214927,192.168.70.135,43601,10.0.0.8,5001,1,23.0-24.0,2752512,22020096
20260603214928,192.168.70.135,43601,10.0.0.8,5001,1,24.0-25.0,1835008,14680064
20260603214929,192.168.70.135,43601,10.0.0.8,5001,1,25.0-26.0,2621440,20971520
20260603214930,192.168.70.135,43601,10.0.0.8,5001,1,26.0-27.0,2621440,20971520
