[sudo] password for mobile: 
20260603105912,192.168.70.135,49869,10.0.0.7,5001,1,0.0-1.0,2490428,19923424
20260603105913,192.168.70.135,49869,10.0.0.7,5001,1,1.0-2.0,3407872,27262976
20260603105914,192.168.70.135,49869,10.0.0.7,5001,1,2.0-3.0,4456448,35651584
20260603105915,192.168.70.135,49869,10.0.0.7,5001,1,3.0-4.0,3670016,29360128
20260603105916,192.168.70.135,49869,10.0.0.7,5001,1,4.0-5.0,4325376,34603008
20260603105917,192.168.70.135,49869,10.0.0.7,5001,1,5.0-6.0,2752512,22020096
20260603105918,192.168.70.135,49869,10.0.0.7,5001,1,6.0-7.0,3670016,29360128
20260603105919,192.168.70.135,49869,10.0.0.7,5001,1,7.0-8.0,1703936,13631488
20260603105920,192.168.70.135,49869,10.0.0.7,5001,1,8.0-9.0,2621440,20971520
20260603105921,192.168.70.135,49869,10.0.0.7,5001,1,9.0-10.0,2621440,20971520
20260603105922,192.168.70.135,49869,10.0.0.7,5001,1,10.0-11.0,1835008,14680064
20260603105923,192.168.70.135,49869,10.0.0.7,5001,1,11.0-12.0,2752512,22020096
20260603105924,192.168.70.135,49869,10.0.0.7,5001,1,12.0-13.0,3538944,28311552
20260603105925,192.168.70.135,49869,10.0.0.7,5001,1,13.0-14.0,2752512,22020096
20260603105926,192.168.70.135,49869,10.0.0.7,5001,1,14.0-15.0,3670016,29360128
20260603105927,192.168.70.135,49869,10.0.0.7,5001,1,15.0-16.0,2883584,23068672
20260603105928,192.168.70.135,49869,10.0.0.7,5001,1,16.0-17.0,2621440,20971520
20260603105929,192.168.70.135,49869,10.0.0.7,5001,1,17.0-18.0,1835008,14680064
20260603105930,192.168.70.135,49869,10.0.0.7,5001,1,18.0-19.0,1703936,13631488
20260603105931,192.168.70.135,49869,10.0.0.7,5001,1,19.0-20.0,2752512,22020096
20260603105932,192.168.70.135,49869,10.0.0.7,5001,1,20.0-21.0,2621440,20971520
20260603105933,192.168.70.135,49869,10.0.0.7,5001,1,21.0-22.0,2490368,19922944
20260603105934,192.168.70.135,49869,10.0.0.7,5001,1,22.0-23.0,2752512,22020096
20260603105935,192.168.70.135,49869,10.0.0.7,5001,1,23.0-24.0,2621440,20971520
20260603105936,192.168.70.135,49869,10.0.0.7,5001,1,24.0-25.0,3538944,28311552
20260603105937,192.168.70.135,49869,10.0.0.7,5001,1,25.0-26.0,2621440,20971520
20260603105938,192.168.70.135,49869,10.0.0.7,5001,1,26.0-27.0,2883584,23068672
20260603105939,192.168.70.135,49869,10.0.0.7,5001,1,27.0-28.0,3538944,28311552
20260603105940,192.168.70.135,49869,10.0.0.7,5001,1,28.0-29.0,3670016,29360128
20260603105941,192.168.70.135,49869,10.0.0.7,5001,1,29.0-30.0,2621440,20971520
20260603105942,192.168.70.135,49869,10.0.0.7,5001,1,30.0-31.0,2621440,20971520
20260603105943,192.168.70.135,49869,10.0.0.7,5001,1,31.0-32.0,3670016,29360128
20260603105944,192.168.70.135,49869,10.0.0.7,5001,1,32.0-33.0,3670016,29360128
20260603105945,192.168.70.135,49869,10.0.0.7,5001,1,33.0-34.0,2621440,20971520
20260603105946,192.168.70.135,49869,10.0.0.7,5001,1,34.0-35.0,2621440,20971520
20260603105947,192.168.70.135,49869,10.0.0.7,5001,1,35.0-36.0,3407872,27262976
20260603105948,192.168.70.135,49869,10.0.0.7,5001,1,36.0-37.0,2490368,19922944
20260603105949,192.168.70.135,49869,10.0.0.7,5001,1,37.0-38.0,1703936,13631488
20260603105950,192.168.70.135,49869,10.0.0.7,5001,1,38.0-39.0,2621440,20971520
20260603105951,192.168.70.135,49869,10.0.0.7,5001,1,39.0-40.0,2883584,23068672
