20260602203350,10.0.0.5,36065,192.168.70.135,5001,1,0.0-1.0,1312710,10501680,0.000,0,893,0.000,0
20260602203351,10.0.0.5,36065,192.168.70.135,5001,1,1.0-2.0,1311240,10489920,0.000,0,892,0.000,0
20260602203352,10.0.0.5,36065,192.168.70.135,5001,1,2.0-3.0,1309770,10478160,0.000,0,891,0.000,0
20260602203353,10.0.0.5,36065,192.168.70.135,5001,1,3.0-4.0,1311240,10489920,0.000,0,892,0.000,0
20260602203354,10.0.0.5,36065,192.168.70.135,5001,1,4.0-5.0,1311240,10489920,0.000,0,892,0.000,0
20260602203355,10.0.0.5,36065,192.168.70.135,5001,1,5.0-6.0,1309770,10478160,0.000,0,891,0.000,0
20260602203356,10.0.0.5,36065,192.168.70.135,5001,1,6.0-7.0,1309770,10478160,0.000,0,891,0.000,0
20260602203357,10.0.0.5,36065,192.168.70.135,5001,1,7.0-8.0,1312710,10501680,0.000,0,893,0.000,0
20260602203358,10.0.0.5,36065,192.168.70.135,5001,1,8.0-9.0,1309770,10478160,0.000,0,891,0.000,0
20260602203359,10.0.0.5,36065,192.168.70.135,5001,1,9.0-10.0,1311240,10489920,0.000,0,892,0.000,0
20260602203359,10.0.0.5,36065,192.168.70.135,5001,1,0.0-10.0,13112400,10488016,0.000,0,-1,-0.000,0
