20260603100031,10.0.0.7,56331,192.168.70.135,5001,1,0.0-1.0,1310780,10486240
20260603100032,10.0.0.7,56331,192.168.70.135,5001,1,1.0-2.0,1703936,13631488
20260603100033,10.0.0.7,56331,192.168.70.135,5001,1,2.0-3.0,2490368,19922944
20260603100034,10.0.0.7,56331,192.168.70.135,5001,1,3.0-4.0,3538944,28311552
20260603100035,10.0.0.7,56331,192.168.70.135,5001,1,4.0-5.0,3014656,24117248
20260603100036,10.0.0.7,56331,192.168.70.135,5001,1,5.0-6.0,3801088,30408704
20260603100037,10.0.0.7,56331,192.168.70.135,5001,1,6.0-7.0,2690144,21521152
20260603100038,10.0.0.7,56331,192.168.70.135,5001,1,7.0-8.0,2606400,20851200
20260603100039,10.0.0.7,56331,192.168.70.135,5001,1,8.0-9.0,2737472,21899776
20260603100040,10.0.0.7,56331,192.168.70.135,5001,1,9.0-10.0,2540488,20323904
20260603100041,10.0.0.7,56331,192.168.70.135,5001,1,10.0-11.0,2671560,21372480
20260603100042,10.0.0.7,56331,192.168.70.135,5001,1,11.0-12.0,2606400,20851200
20260603100043,10.0.0.7,56331,192.168.70.135,5001,1,12.0-13.0,2671560,21372480
20260603100044,10.0.0.7,56331,192.168.70.135,5001,1,13.0-14.0,1303200,10425600
20260603100045,10.0.0.7,56331,192.168.70.135,5001,1,14.0-15.0,2606400,20851200
20260603100046,10.0.0.7,56331,192.168.70.135,5001,1,15.0-16.0,2737472,21899776
20260603100047,10.0.0.7,56331,192.168.70.135,5001,1,16.0-17.0,2502840,20022720
20260603100048,10.0.0.7,56331,192.168.70.135,5001,1,17.0-18.0,3629944,29039552
20260603100049,10.0.0.7,56331,192.168.70.135,5001,1,18.0-19.0,2490368,19922944
20260603100050,10.0.0.7,56331,192.168.70.135,5001,1,19.0-20.0,1967248,15737984
20260603100051,10.0.0.7,56331,192.168.70.135,5001,1,20.0-21.0,3374344,26994752
20260603100052,10.0.0.7,56331,192.168.70.135,5001,1,21.0-22.0,1780856,14246848
20260603100053,10.0.0.7,56331,192.168.70.135,5001,1,22.0-23.0,3147424,25179392
20260603100054,10.0.0.7,56331,192.168.70.135,5001,1,23.0-24.0,2605648,20845184
20260603100055,10.0.0.7,56331,192.168.70.135,5001,1,24.0-25.0,2606400,20851200
20260603100056,10.0.0.7,56331,192.168.70.135,5001,1,25.0-26.0,2737472,21899776
20260603100057,10.0.0.7,56331,192.168.70.135,5001,1,26.0-27.0,2575240,20601920
20260603100058,10.0.0.7,56331,192.168.70.135,5001,1,27.0-28.0,2772224,22177792
20260603100059,10.0.0.7,56331,192.168.70.135,5001,1,28.0-29.0,2645496,21163968
20260603100100,10.0.0.7,56331,192.168.70.135,5001,1,29.0-30.0,2703416,21627328
20260603100101,10.0.0.7,56331,192.168.70.135,5001,1,30.0-31.0,2707760,21662080
20260603100102,10.0.0.7,56331,192.168.70.135,5001,1,31.0-32.0,2657080,21256640
20260603100103,10.0.0.7,56331,192.168.70.135,5001,1,32.0-33.0,2701968,21615744
20260603100104,10.0.0.7,56331,192.168.70.135,5001,1,33.0-34.0,2684592,21476736
20260603100105,10.0.0.7,56331,192.168.70.135,5001,1,34.0-35.0,2556416,20451328
20260603100106,10.0.0.7,56331,192.168.70.135,5001,1,35.0-36.0,2716504,21732032
20260603100107,10.0.0.7,56331,192.168.70.135,5001,1,36.0-37.0,2578888,20631104
20260603100108,10.0.0.7,56331,192.168.70.135,5001,1,37.0-38.0,2657832,21262656
20260603100109,10.0.0.7,56331,192.168.70.135,5001,1,38.0-39.0,2747888,21983104
20260603100110,10.0.0.7,56331,192.168.70.135,5001,1,39.0-40.0,2490368,19922944
20260603100111,10.0.0.7,56331,192.168.70.135,5001,1,40.0-41.0,2490368,19922944
20260603100112,10.0.0.7,56331,192.168.70.135,5001,1,41.0-42.0,2490368,19922944
20260603100113,10.0.0.7,56331,192.168.70.135,5001,1,42.0-43.0,2228224,17825792
20260603100114,10.0.0.7,56331,192.168.70.135,5001,1,43.0-44.0,3538944,28311552
20260603100115,10.0.0.7,56331,192.168.70.135,5001,1,44.0-45.0,1282064,10256512
20260603100116,10.0.0.7,56331,192.168.70.135,5001,1,45.0-46.0,3518224,28145792
20260603100117,10.0.0.7,56331,192.168.70.135,5001,1,46.0-47.0,2581784,20654272
20260603100118,10.0.0.7,56331,192.168.70.135,5001,1,47.0-48.0,2490368,19922944
20260603100119,10.0.0.7,56331,192.168.70.135,5001,1,48.0-49.0,2490368,19922944
20260603100120,10.0.0.7,56331,192.168.70.135,5001,1,49.0-50.0,3538944,28311552
20260603100121,10.0.0.7,56331,192.168.70.135,5001,1,50.0-51.0,2359296,18874368
20260603100122,10.0.0.7,56331,192.168.70.135,5001,1,51.0-52.0,2228224,17825792
20260603100123,10.0.0.7,56331,192.168.70.135,5001,1,52.0-53.0,2014864,16118912
20260603100124,10.0.0.7,56331,192.168.70.135,5001,1,53.0-54.0,3327312,26618496
20260603100125,10.0.0.7,56331,192.168.70.135,5001,1,54.0-55.0,1956496,15651968
20260603100126,10.0.0.7,56331,192.168.70.135,5001,1,55.0-56.0,3387736,27101888
20260603100127,10.0.0.7,56331,192.168.70.135,5001,1,56.0-57.0,2736720,21893760
20260603100128,10.0.0.7,56331,192.168.70.135,5001,1,57.0-58.0,2671560,21372480
20260603100129,10.0.0.7,56331,192.168.70.135,5001,1,58.0-59.0,2671560,21372480
20260603100130,10.0.0.7,56331,192.168.70.135,5001,1,59.0-60.0,2737472,21899776
20260603100130,10.0.0.7,56331,192.168.70.135,5001,1,60.0-61.1,57640,430309
20260603100130,10.0.0.7,56331,192.168.70.135,5001,1,0.0-61.1,157867620,20679676
