[sudo] password for mobile: 
20260603121105,192.168.70.135,56587,10.0.0.11,5001,1,0.0-1.0,1312710,10501680,0.000,0,893,0.000,0
20260603121106,192.168.70.135,56587,10.0.0.11,5001,1,1.0-2.0,1311240,10489920,0.000,0,892,0.000,0
20260603121107,192.168.70.135,56587,10.0.0.11,5001,1,2.0-3.0,1309770,10478160,0.000,0,891,0.000,0
20260603121108,192.168.70.135,56587,10.0.0.11,5001,1,3.0-4.0,1311240,10489920,0.000,0,892,0.000,0
20260603121109,192.168.70.135,56587,10.0.0.11,5001,1,4.0-5.0,1311240,10489920,0.000,0,892,0.000,0
20260603121110,192.168.70.135,56587,10.0.0.11,5001,1,5.0-6.0,1309770,10478160,0.000,0,891,0.000,0
20260603121111,192.168.70.135,56587,10.0.0.11,5001,1,6.0-7.0,1311240,10489920,0.000,0,892,0.000,0
20260603121112,192.168.70.135,56587,10.0.0.11,5001,1,7.0-8.0,1311240,10489920,0.000,0,892,0.000,0
20260603121113,192.168.70.135,56587,10.0.0.11,5001,1,8.0-9.0,1309770,10478160,0.000,0,891,0.000,0
20260603121114,192.168.70.135,56587,10.0.0.11,5001,1,9.0-10.0,1311240,10489920,0.000,0,892,0.000,0
20260603121115,192.168.70.135,56587,10.0.0.11,5001,1,10.0-11.0,1311240,10489920,0.000,0,892,0.000,0
20260603121116,192.168.70.135,56587,10.0.0.11,5001,1,11.0-12.0,1309770,10478160,0.000,0,891,0.000,0
20260603121117,192.168.70.135,56587,10.0.0.11,5001,1,12.0-13.0,1311240,10489920,0.000,0,892,0.000,0
20260603121118,192.168.70.135,56587,10.0.0.11,5001,1,13.0-14.0,1309770,10478160,0.000,0,891,0.000,0
20260603121119,192.168.70.135,56587,10.0.0.11,5001,1,14.0-15.0,1311240,10489920,0.000,0,892,0.000,0
20260603121120,192.168.70.135,56587,10.0.0.11,5001,1,15.0-16.0,1311240,10489920,0.000,0,892,0.000,0
20260603121121,192.168.70.135,56587,10.0.0.11,5001,1,16.0-17.0,1309770,10478160,0.000,0,891,0.000,0
20260603121122,192.168.70.135,56587,10.0.0.11,5001,1,17.0-18.0,1311240,10489920,0.000,0,892,0.000,0
20260603121123,192.168.70.135,56587,10.0.0.11,5001,1,18.0-19.0,1311240,10489920,0.000,0,892,0.000,0
20260603121124,192.168.70.135,56587,10.0.0.11,5001,1,19.0-20.0,1309770,10478160,0.000,0,891,0.000,0
20260603121125,192.168.70.135,56587,10.0.0.11,5001,1,20.0-21.0,1311240,10489920,0.000,0,892,0.000,0
20260603121126,192.168.70.135,56587,10.0.0.11,5001,1,21.0-22.0,1311240,10489920,0.000,0,892,0.000,0
20260603121127,192.168.70.135,56587,10.0.0.11,5001,1,22.0-23.0,1309770,10478160,0.000,0,891,0.000,0
20260603121128,192.168.70.135,56587,10.0.0.11,5001,1,23.0-24.0,1311240,10489920,0.000,0,892,0.000,0
20260603121129,192.168.70.135,56587,10.0.0.11,5001,1,24.0-25.0,1309770,10478160,0.000,0,891,0.000,0
20260603121130,192.168.70.135,56587,10.0.0.11,5001,1,25.0-26.0,1311240,10489920,0.000,0,892,0.000,0
20260603121131,192.168.70.135,56587,10.0.0.11,5001,1,26.0-27.0,1311240,10489920,0.000,0,892,0.000,0
20260603121132,192.168.70.135,56587,10.0.0.11,5001,1,27.0-28.0,1311240,10489920,0.000,0,892,0.000,0
20260603121133,192.168.70.135,56587,10.0.0.11,5001,1,28.0-29.0,1309770,10478160,0.000,0,891,0.000,0
20260603121134,192.168.70.135,56587,10.0.0.11,5001,1,29.0-30.0,1311240,10489920,0.000,0,892,0.000,0
20260603121135,192.168.70.135,56587,10.0.0.11,5001,1,30.0-31.0,1309770,10478160,0.000,0,891,0.000,0
20260603121136,192.168.70.135,56587,10.0.0.11,5001,1,31.0-32.0,1311240,10489920,0.000,0,892,0.000,0
20260603121137,192.168.70.135,56587,10.0.0.11,5001,1,32.0-33.0,1311240,10489920,0.000,0,892,0.000,0
20260603121138,192.168.70.135,56587,10.0.0.11,5001,1,33.0-34.0,1309770,10478160,0.000,0,891,0.000,0
20260603121139,192.168.70.135,56587,10.0.0.11,5001,1,34.0-35.0,1311240,10489920,0.000,0,892,0.000,0
20260603121140,192.168.70.135,56587,10.0.0.11,5001,1,35.0-36.0,1311240,10489920,0.000,0,892,0.000,0
20260603121141,192.168.70.135,56587,10.0.0.11,5001,1,36.0-37.0,1309770,10478160,0.000,0,891,0.000,0
20260603121142,192.168.70.135,56587,10.0.0.11,5001,1,37.0-38.0,1311240,10489920,0.000,0,892,0.000,0
20260603121143,192.168.70.135,56587,10.0.0.11,5001,1,38.0-39.0,1311240,10489920,0.000,0,892,0.000,0
20260603121144,192.168.70.135,56587,10.0.0.11,5001,1,39.0-40.0,1309770,10478160,0.000,0,891,0.000,0
20260603121145,192.168.70.135,56587,10.0.0.11,5001,1,40.0-41.0,1311240,10489920,0.000,0,892,0.000,0
20260603121146,192.168.70.135,56587,10.0.0.11,5001,1,41.0-42.0,1311240,10489920,0.000,0,892,0.000,0
20260603121147,192.168.70.135,56587,10.0.0.11,5001,1,42.0-43.0,1309770,10478160,0.000,0,891,0.000,0
20260603121148,192.168.70.135,56587,10.0.0.11,5001,1,43.0-44.0,1311240,10489920,0.000,0,892,0.000,0
20260603121149,192.168.70.135,56587,10.0.0.11,5001,1,44.0-45.0,1311240,10489920,0.000,0,892,0.000,0
20260603121150,192.168.70.135,56587,10.0.0.11,5001,1,45.0-46.0,1309770,10478160,0.000,0,891,0.000,0
20260603121151,192.168.70.135,56587,10.0.0.11,5001,1,46.0-47.0,1311240,10489920,0.000,0,892,0.000,0
20260603121152,192.168.70.135,56587,10.0.0.11,5001,1,47.0-48.0,1309770,10478160,0.000,0,891,0.000,0
20260603121153,192.168.70.135,56587,10.0.0.11,5001,1,48.0-49.0,1311240,10489920,0.000,0,892,0.000,0
20260603121154,192.168.70.135,56587,10.0.0.11,5001,1,49.0-50.0,1311240,10489920,0.000,0,892,0.000,0
20260603121155,192.168.70.135,56587,10.0.0.11,5001,1,50.0-51.0,1309770,10478160,0.000,0,891,0.000,0
20260603121156,192.168.70.135,56587,10.0.0.11,5001,1,51.0-52.0,1311240,10489920,0.000,0,892,0.000,0
20260603121157,192.168.70.135,56587,10.0.0.11,5001,1,52.0-53.0,1311240,10489920,0.000,0,892,0.000,0
20260603121158,192.168.70.135,56587,10.0.0.11,5001,1,53.0-54.0,1309770,10478160,0.000,0,891,0.000,0
20260603121159,192.168.70.135,56587,10.0.0.11,5001,1,54.0-55.0,1311240,10489920,0.000,0,892,0.000,0
20260603121200,192.168.70.135,56587,10.0.0.11,5001,1,55.0-56.0,1311240,10489920,0.000,0,892,0.000,0
20260603121201,192.168.70.135,56587,10.0.0.11,5001,1,56.0-57.0,1309770,10478160,0.000,0,891,0.000,0
20260603121202,192.168.70.135,56587,10.0.0.11,5001,1,57.0-58.0,1311240,10489920,0.000,0,892,0.000,0
20260603121203,192.168.70.135,56587,10.0.0.11,5001,1,58.0-59.0,1311240,10489920,0.000,0,892,0.000,0
20260603121204,192.168.70.135,56587,10.0.0.11,5001,1,59.0-60.0,1309770,10478160,0.000,0,891,0.000,0
20260603121204,192.168.70.135,56587,10.0.0.11,5001,1,0.0-60.0,78647940,10486130,0.000,0,-1,-0.000,0
